cont_id,team_id
"858584_Current",3282
"712126_Current",3282
"689435_Current",3282
"1174262_Current",3282
"1115476_Current",3282
"367149_Current",3282
"1344495_Current",3282
"1235905_Current",3282
"255642_Current",3282
"692591_Current",3282
"1370739_Current",3282
"306668_Current",3282
"1091105_Current",3282
"356586_Current",3282
"1139810_Current",3282
"1266261_Current",3282
"842564_Current",3282
"343949_Current",3282
"1055339_Current",79389
"713000_Current",79389
"235602_Current",79389
"1332783_Current",79389
"1175868_Current",79389
"1267107_Current",79389
"727209_Current",79389
"667999_Current",79389
"1245251_Current",79389
"1134255_Current",79389
"904578_Current",79389
"943495_Current",79389
"1066475_Current",79389
"1267109_Current",79389
"276255_Current",79389
"869457_Current",79389
"1430198_Current",79389
"593478_Current",79389
"1074351_Current",79389
"537209_Current",79389
"1180814_Current",79389
"1443774_Current",79389
"848947_Current",79389
"667966_Current",79389
"245346_Current",79389
"64490_Current",79389
"708663_Current",79389
"1443785_Current",79389
"667992_Current",79389
"239291_Current",79389
"1134252_Current",79389
"1246533_Current",79389
"1028119_Current",79389
"1055313_Current",79389
"1180811_Current",79389
"926103_Current",79389
"1091486_Current",79389
"238952_Current",22935
"1371032_Current",22935
"913644_Current",22935
"926806_Current",22935
"352125_Current",22935
"1322435_Current",22935
"789533_Current",22935
"353473_Current",22935
"709481_Current",22935
"908118_Current",22935
"1036559_Current",22935
"918020_Current",22935
"292309_Current",22935
"1110587_Current",22935
"1174677_Current",22935
"642295_Current",22935
"1184401_Current",22935
"467571_Current",22935
"1327935_Current",22935
"1337458_Current",22935
"920577_Current",22935
"1194144_Current",22935
"1153106_Current",22935
"1233132_Current",22935
"1270327_Current",22935
"1338486_Current",22935
"182912_Current",22935
"975918_Current",22935
"491280_Current",22935
"1134278_Current",22935
"593395_Current",22944
"1263250_Current",22944
"823069_Current",22944
"1258563_Current",22944
"518828_Current",22944
"1258564_Current",22944
"1065548_Current",22944
"244941_Current",22944
"1097559_Current",22944
"846437_Current",22944
"858910_Current",22944
"908108_Current",22944
"1235904_Current",22944
"312825_Current",22944
"1233335_Current",22944
"836467_Current",22944
"712125_Current",22944
"203755_Current",22944
"182885_Current",22944
"364239_Current",22944
"1235902_Current",22944
"848420_Current",22944
"681726_Current",22944
"902847_Current",22944
"860299_Current",22944
"929321_Current",22944
"1256643_Current",22944
"650001_Current",22944
"842528_Current",30625
"484572_Current",30625
"234836_Current",30625
"239127_Current",30625
"1340455_Current",30625
"1340454_Current",30625
"864078_Current",30625
"868656_Current",30625
"857713_Current",30625
"933020_Current",30625
"1309589_Current",30625
"1123784_Current",30625
"805351_Current",30625
"1102874_Current",30625
"1416427_Current",30625
"1105269_Current",30625
"440323_Current",30625
"1125067_Current",30625
"1263910_Current",30625
"1459802_Current",30625
"518849_Current",30625
"703639_Current",30625
"375635_Current",30625
"1092073_Current",30625
"643992_Current",30625
"536874_Current",30625
"850874_Current",30625
"520441_Current",30625
"712124_Current",30625
"238963_Current",30625
"1097549_Current",30625
"366783_Current",30625
"556868_Current",74953
"617083_Current",74953
"855878_Current",74953
"926537_Current",74953
"790406_Current",74953
"1406018_Current",74953
"1263222_Current",74953
"837173_Current",74953
"234900_Current",74953
"1428468_Current",74953
"822539_Current",74953
"731876_Current",74953
"1264456_Current",74953
"365362_Current",74953
"1210076_Current",74953
"1076082_Current",74953
"558706_Current",74953
"1274616_Current",74953
"858917_Current",74953
"800365_Current",74953
"897600_Current",74953
"1033958_Current",74953
"549322_Current",74953
"1203684_Current",74953
"499511_Current",74953
"800592_Current",74953
"1060545_Current",74953
"727252_Current",74953
"1309132_Current",74953
"1262530_Current",74953
"665743_Current",74953
"667972_Current",74953
"727075_Current",74953
"738953_Current",74953
"1203850_Current",14462
"820480_Current",14462
"1210182_Current",14462
"235116_Current",14462
"1422476_Current",14462
"1087382_Current",14462
"366775_Current",14462
"738071_Current",14462
"176573_Current",14462
"717216_Current",14462
"617595_Current",14462
"1336614_Current",14462
"1210187_Current",14462
"275262_Current",14462
"1178984_Current",14462
"863506_Current",14462
"891953_Current",14462
"1172375_Current",14462
"1307857_Current",14462
"1273576_Current",14462
"1076078_Current",14462
"1302320_Current",14462
"902827_Current",14462
"840930_Current",14462
"882909_Current",14462
"1002677_Current",14462
"1004272_Current",14462
"1307908_Current",14462
"321629_Current",14462
"539612_Current",12721
"496570_Current",12721
"1191484_Current",12721
"683336_Current",12721
"717214_Current",12721
"240721_Current",12721
"245202_Current",12721
"836632_Current",12721
"859901_Current",12721
"203378_Current",12721
"507358_Current",12721
"1333330_Current",12721
"1303960_Current",12721
"846673_Current",12721
"660039_Current",12721
"1064714_Current",12721
"1204741_Current",12721
"77385_Current",12721
"1183709_Current",12721
"240714_Current",12721
"461581_Current",12721
"701611_Current",12721
"823072_Current",12721
"972603_Current",12721
"1307015_Current",12721
"1416877_Current",4697
"1033957_Current",4697
"1370977_Current",4697
"1133028_Current",4697
"902834_Current",4697
"1262531_Current",4697
"1204104_Current",4697
"1267056_Current",4697
"530999_Current",4697
"231941_Current",4697
"1230677_Current",4697
"867271_Current",4697
"840926_Current",4697
"1043567_Current",4697
"588635_Current",4697
"720443_Current",4697
"1440454_Current",4697
"841119_Current",4697
"990144_Current",4697
"1188206_Current",4697
"1258577_Current",4697
"717223_Current",4697
"902813_Current",4697
"1269733_Current",4697
"951671_Current",4697
"1048594_Current",4697
"691877_Current",4697
"841118_Current",4697
"841736_Current",4697
"1203849_Current",4697
"1410532_Current",4697
"536879_Current",4697
"519245_Current",4697
"897139_Current",4697
"885446_Current",103954
"1338402_Current",103954
"1297881_Current",103954
"1203683_Current",103954
"1338336_Current",103954
"244921_Current",103954
"1338946_Current",103954
"1260898_Current",103954
"799020_Current",103954
"1133029_Current",103954
"1338337_Current",103954
"1203885_Current",103954
"1293625_Current",103954
"1256586_Current",103954
"1338434_Current",103954
"903847_Current",103954
"902853_Current",103954
"502657_Current",103954
"234897_Current",103954
"375626_Current",103954
"625170_Current",103954
"1260850_Current",103954
"1338341_Current",103954
"499513_Current",103954
"736943_Current",103954
"375629_Current",103954
"262895_Current",103954
"1268379_Current",103954
"1338250_Current",59771
"902800_Current",59771
"1338253_Current",59771
"1338805_Current",59771
"1211423_Current",59771
"1207194_Current",59771
"689433_Current",59771
"949538_Current",59771
"925830_Current",59771
"1207223_Current",59771
"1211503_Current",59771
"1338256_Current",59771
"1261669_Current",59771
"1229756_Current",59771
"902833_Current",59771
"1211424_Current",59771
"1274437_Current",59771
"1274414_Current",59771
"238120_Current",59771
"1203860_Current",59771
"733894_Current",59771
"211632_Current",59771
"859897_Current",59771
"996378_Current",59771
"1338252_Current",59771
"1173700_Current",59771
"1261753_Current",59771
"1261675_Current",59771
"1172369_Current",59771
"857712_Current",59771
"902848_Current",59771
"1338251_Current",59771
